t,state,state_idx
63549,"[3510,4095]",6
63550,"[3510,4095]",6
63551,"[3510,4095]",6
63552,"[3510,4095]",6
63553,"[3510,4095]",6
63554,"[3510,4095]",6
63555,"[3510,4095]",6
63556,"[3510,4095]",6
63557,"[1755,2340)",3
63558,"[1755,2340)",3
63559,"[1755,2340)",3
63560,"[3510,4095]",6
63561,"[3510,4095]",6
63562,"[3510,4095]",6
63563,"[3510,4095]",6
63564,"[3510,4095]",6
63565,"[3510,4095]",6
63566,"[3510,4095]",6
63567,"[3510,4095]",6
63568,"[3510,4095]",6
63569,"[3510,4095]",6
63570,"[3510,4095]",6
63571,"[3510,4095]",6
63572,"[3510,4095]",6
63573,"[3510,4095]",6
63574,"[3510,4095]",6
63575,"[3510,4095]",6
63576,"[3510,4095]",6
63577,"[3510,4095]",6
63578,"[3510,4095]",6
63579,"[3510,4095]",6
63580,"[3510,4095]",6
63581,"[3510,4095]",6
63582,"[3510,4095]",6
63583,"[3510,4095]",6
63584,"[3510,4095]",6
63585,"[3510,4095]",6
63586,"[3510,4095]",6
63587,"[3510,4095]",6
63588,"[3510,4095]",6
63589,"[3510,4095]",6
63590,"[3510,4095]",6
63591,"[3510,4095]",6
63592,"[3510,4095]",6
63593,"[3510,4095]",6
63594,"[3510,4095]",6
63595,"[3510,4095]",6
63596,"[3510,4095]",6
63597,"[3510,4095]",6
63598,"[3510,4095]",6
63599,"[3510,4095]",6
63600,"[3510,4095]",6
63601,"[585,1170)",1
63602,"[585,1170)",1
63603,"[3510,4095]",6
63604,"[3510,4095]",6
63605,"[3510,4095]",6
63606,"[3510,4095]",6
63607,"[3510,4095]",6
63608,"[3510,4095]",6
63609,"[3510,4095]",6
63610,"[3510,4095]",6
63611,"[3510,4095]",6
63612,"[3510,4095]",6
63613,"[3510,4095]",6
63614,"[3510,4095]",6
63615,"[3510,4095]",6
63616,"[3510,4095]",6
63617,"[3510,4095]",6
63618,"[3510,4095]",6
63619,"[3510,4095]",6
63620,"[3510,4095]",6
63621,"[3510,4095]",6
63622,"[3510,4095]",6
63623,"[3510,4095]",6
63624,"[2340,2925)",4
63625,"[3510,4095]",6
63626,"[3510,4095]",6
63627,"[585,1170)",1
63628,"[585,1170)",1
63629,"[1170,1755)",2
63630,"[1170,1755)",2
63631,"[1170,1755)",2
63632,"[1170,1755)",2
63633,"[1170,1755)",2
63634,"[1170,1755)",2
63635,"[1170,1755)",2
63636,"[1170,1755)",2
63637,"[1170,1755)",2
63638,"[1170,1755)",2
63639,"[1170,1755)",2
63640,"[1170,1755)",2
63641,"[1170,1755)",2
63642,"[1170,1755)",2
63643,"[1170,1755)",2
63644,"[1170,1755)",2
63645,"[3510,4095]",6
63646,"[3510,4095]",6
63647,"[3510,4095]",6
63648,"[3510,4095]",6
63649,"[3510,4095]",6
63650,"[3510,4095]",6
63651,"[3510,4095]",6
63652,"[3510,4095]",6
63653,"[3510,4095]",6
63654,"[3510,4095]",6
63655,"[3510,4095]",6
63656,"[3510,4095]",6
63657,"[3510,4095]",6
63658,"[3510,4095]",6
63659,"[3510,4095]",6
63660,"[3510,4095]",6
63661,"[3510,4095]",6
63662,"[3510,4095]",6
63663,"[3510,4095]",6
63664,"[3510,4095]",6
63665,"[3510,4095]",6
63666,"[3510,4095]",6
63667,"[3510,4095]",6
63668,"[3510,4095]",6
63669,"[3510,4095]",6
63670,"[3510,4095]",6
63671,"[3510,4095]",6
63672,"[3510,4095]",6
63673,"[3510,4095]",6
63674,"[3510,4095]",6
63675,"[3510,4095]",6
63676,"[3510,4095]",6
63677,"[3510,4095]",6
63678,"[3510,4095]",6
63679,"[3510,4095]",6
63680,"[3510,4095]",6
63681,"[3510,4095]",6
63682,"[3510,4095]",6
63683,"[3510,4095]",6
63684,"[3510,4095]",6
63685,"[3510,4095]",6
63686,"[3510,4095]",6
63687,"[3510,4095]",6
63688,"[3510,4095]",6
63689,"[3510,4095]",6
63690,"[3510,4095]",6
63691,"[3510,4095]",6
63692,"[3510,4095]",6
63693,"[3510,4095]",6
63694,"[3510,4095]",6
63695,"[3510,4095]",6
63696,"[3510,4095]",6
63697,"[3510,4095]",6
63698,"[3510,4095]",6
63699,"[3510,4095]",6
63700,"[3510,4095]",6
63701,"[3510,4095]",6
63702,"[3510,4095]",6
63703,"[3510,4095]",6
63704,"[3510,4095]",6
63705,"[3510,4095]",6
63706,"[3510,4095]",6
63707,"[3510,4095]",6
63708,"[3510,4095]",6
63709,"[3510,4095]",6
63710,"[3510,4095]",6
63711,"[3510,4095]",6
63712,"[3510,4095]",6
63713,"[3510,4095]",6
63714,"[3510,4095]",6
63715,"[3510,4095]",6
63716,"[3510,4095]",6
63717,"[3510,4095]",6
63718,"[3510,4095]",6
63719,"[3510,4095]",6
63720,"[3510,4095]",6
63721,"[3510,4095]",6
63722,"[3510,4095]",6
63723,"[3510,4095]",6
63724,"[3510,4095]",6
63725,"[3510,4095]",6
63726,"[1170,1755)",2
63727,"[1170,1755)",2
63728,"[1170,1755)",2
63729,"[1170,1755)",2
63730,"[1755,2340)",3
63731,"[2340,2925)",4
63732,"[3510,4095]",6
63733,"[3510,4095]",6
63734,"[3510,4095]",6
63735,"[3510,4095]",6
63736,"[3510,4095]",6
63737,"[3510,4095]",6
63738,"[1170,1755)",2
63739,"[1170,1755)",2
63740,"[1755,2340)",3
63741,"[3510,4095]",6
63742,"[3510,4095]",6
63743,"[3510,4095]",6
63744,"[3510,4095]",6
63745,"[3510,4095]",6
63746,"[3510,4095]",6
63747,"[3510,4095]",6
63748,"[3510,4095]",6
63749,"[3510,4095]",6
63750,"[3510,4095]",6
63751,"[3510,4095]",6
63752,"[3510,4095]",6
63753,"[3510,4095]",6
63754,"[3510,4095]",6
63755,"[3510,4095]",6
63756,"[3510,4095]",6
63757,"[3510,4095]",6
63758,"[3510,4095]",6
63759,"[3510,4095]",6
63760,"[3510,4095]",6
63761,"[3510,4095]",6
63762,"[3510,4095]",6
63763,"[3510,4095]",6
63764,"[3510,4095]",6
63765,"[3510,4095]",6
63766,"[3510,4095]",6
63767,"[3510,4095]",6
63768,"[3510,4095]",6
63769,"[3510,4095]",6
63770,"[3510,4095]",6
63771,"[3510,4095]",6
63772,"[3510,4095]",6
63773,"[3510,4095]",6
63774,"[3510,4095]",6
63775,"[3510,4095]",6
63776,"[3510,4095]",6
63777,"[3510,4095]",6
63778,"[3510,4095]",6
63779,"[3510,4095]",6
63780,"[3510,4095]",6
63781,"[3510,4095]",6
63782,"[3510,4095]",6
63783,"[3510,4095]",6
63784,"[3510,4095]",6
63785,"[3510,4095]",6
63786,"[1170,1755)",2
63787,"[1170,1755)",2
63788,"[1170,1755)",2
63789,"[585,1170)",1
63790,"[585,1170)",1
63791,"[585,1170)",1
63792,"[585,1170)",1
63793,"[585,1170)",1
63794,"[1170,1755)",2
63795,"[1170,1755)",2
63796,"[1170,1755)",2
63797,"[1170,1755)",2
63798,"[1170,1755)",2
63799,"[3510,4095]",6
63800,"[3510,4095]",6
63801,"[3510,4095]",6
63802,"[3510,4095]",6
63803,"[3510,4095]",6
63804,"[3510,4095]",6
63805,"[3510,4095]",6
63806,"[3510,4095]",6
63807,"[3510,4095]",6
63808,"[3510,4095]",6
63809,"[3510,4095]",6
63810,"[3510,4095]",6
63811,"[3510,4095]",6
63812,"[3510,4095]",6
63813,"[3510,4095]",6
63814,"[3510,4095]",6
63815,"[1170,1755)",2
63816,"[1170,1755)",2
63817,"[1170,1755)",2
63818,"[1170,1755)",2
63819,"[1170,1755)",2
63820,"[1755,2340)",3
63821,"[3510,4095]",6
63822,"[1755,2340)",3
63823,"[1755,2340)",3
63824,"[2925,3510)",5
63825,"[3510,4095]",6
63826,"[3510,4095]",6
63827,"[3510,4095]",6
63828,"[3510,4095]",6
63829,"[3510,4095]",6
63830,"[3510,4095]",6
63831,"[3510,4095]",6
63832,"[3510,4095]",6
63833,"[3510,4095]",6
63834,"[3510,4095]",6
63835,"[3510,4095]",6
63836,"[3510,4095]",6
63837,"[3510,4095]",6
63838,"[3510,4095]",6
63839,"[3510,4095]",6
63840,"[3510,4095]",6
63841,"[3510,4095]",6
63842,"[3510,4095]",6
63843,"[3510,4095]",6
63844,"[3510,4095]",6
63845,"[3510,4095]",6
63846,"[3510,4095]",6
63847,"[3510,4095]",6
63848,"[3510,4095]",6
63849,"[3510,4095]",6
63850,"[3510,4095]",6
63851,"[1755,2340)",3
63852,"[1755,2340)",3
63853,"[1170,1755)",2
63854,"[1170,1755)",2
63855,"[3510,4095]",6
63856,"[3510,4095]",6
63857,"[3510,4095]",6
63858,"[3510,4095]",6
63859,"[3510,4095]",6
63860,"[3510,4095]",6
63861,"[3510,4095]",6
63862,"[3510,4095]",6
63863,"[3510,4095]",6
63864,"[3510,4095]",6
63865,"[3510,4095]",6
63866,"[3510,4095]",6
63867,"[3510,4095]",6
63868,"[1170,1755)",2
63869,"[3510,4095]",6
63870,"[3510,4095]",6
63871,"[1170,1755)",2
63872,"[1170,1755)",2
63873,"[1170,1755)",2
63874,"[1170,1755)",2
63875,"[2925,3510)",5
63876,"[1170,1755)",2
63877,"[1755,2340)",3
63878,"[3510,4095]",6
63879,"[3510,4095]",6
63880,"[3510,4095]",6
63881,"[3510,4095]",6
63882,"[3510,4095]",6
63883,"[3510,4095]",6
63884,"[3510,4095]",6
63885,"[3510,4095]",6
63886,"[3510,4095]",6
63887,"[3510,4095]",6
63888,"[3510,4095]",6
63889,"[3510,4095]",6
63890,"[3510,4095]",6
63891,"[3510,4095]",6
63892,"[3510,4095]",6
63893,"[3510,4095]",6
63894,"[3510,4095]",6
63895,"[3510,4095]",6
63896,"[585,1170)",1
63897,"[1755,2340)",3
63898,"[1755,2340)",3
63899,"[3510,4095]",6
63900,"[3510,4095]",6
63901,"[3510,4095]",6
63902,"[3510,4095]",6
63903,"[3510,4095]",6
63904,"[3510,4095]",6
63905,"[3510,4095]",6
63906,"[3510,4095]",6
63907,"[3510,4095]",6
63908,"[3510,4095]",6
63909,"[3510,4095]",6
63910,"[3510,4095]",6
63911,"[3510,4095]",6
63912,"[3510,4095]",6
63913,"[3510,4095]",6
63914,"[3510,4095]",6
63915,"[3510,4095]",6
63916,"[3510,4095]",6
63917,"[3510,4095]",6
63918,"[3510,4095]",6
63919,"[3510,4095]",6
63920,"[3510,4095]",6
63921,"[3510,4095]",6
63922,"[3510,4095]",6
63923,"[3510,4095]",6
63924,"[3510,4095]",6
63925,"[3510,4095]",6
63926,"[3510,4095]",6
63927,"[3510,4095]",6
63928,"[3510,4095]",6
63929,"[3510,4095]",6
63930,"[3510,4095]",6
63931,"[3510,4095]",6
63932,"[3510,4095]",6
63933,"[3510,4095]",6
63934,"[3510,4095]",6
63935,"[3510,4095]",6
63936,"[3510,4095]",6
63937,"[3510,4095]",6
63938,"[1755,2340)",3
63939,"[3510,4095]",6
63940,"[3510,4095]",6
63941,"[3510,4095]",6
63942,"[3510,4095]",6
63943,"[3510,4095]",6
63944,"[3510,4095]",6
63945,"[3510,4095]",6
63946,"[3510,4095]",6
63947,"[3510,4095]",6
63948,"[3510,4095]",6
63949,"[3510,4095]",6
63950,"[3510,4095]",6
63951,"[3510,4095]",6
63952,"[3510,4095]",6
63953,"[3510,4095]",6
63954,"[3510,4095]",6
63955,"[3510,4095]",6
63956,"[3510,4095]",6
63957,"[3510,4095]",6
63958,"[3510,4095]",6
63959,"[3510,4095]",6
63960,"[3510,4095]",6
63961,"[1170,1755)",2
63962,"[1170,1755)",2
63963,"[1170,1755)",2
63964,"[1170,1755)",2
63965,"[3510,4095]",6
63966,"[3510,4095]",6
63967,"[3510,4095]",6
63968,"[3510,4095]",6
63969,"[3510,4095]",6
63970,"[3510,4095]",6
63971,"[3510,4095]",6
63972,"[3510,4095]",6
63973,"[3510,4095]",6
63974,"[3510,4095]",6
63975,"[3510,4095]",6
63976,"[3510,4095]",6
63977,"[3510,4095]",6
63978,"[1170,1755)",2
63979,"[1170,1755)",2
63980,"[0,585)",0
63981,"[0,585)",0
63982,"[0,585)",0
63983,"[0,585)",0
63984,"[0,585)",0
63985,"[0,585)",0
63986,"[3510,4095]",6
63987,"[3510,4095]",6
63988,"[3510,4095]",6
63989,"[3510,4095]",6
63990,"[3510,4095]",6
63991,"[1170,1755)",2
63992,"[1170,1755)",2
63993,"[1170,1755)",2
63994,"[1170,1755)",2
63995,"[1170,1755)",2
63996,"[1170,1755)",2
63997,"[585,1170)",1
63998,"[585,1170)",1
63999,"[3510,4095]",6
64000,"[3510,4095]",6
64001,"[3510,4095]",6
64002,"[3510,4095]",6
64003,"[3510,4095]",6
64004,"[3510,4095]",6
64005,"[3510,4095]",6
64006,"[3510,4095]",6
64007,"[1170,1755)",2
64008,"[1170,1755)",2
64009,"[3510,4095]",6
64010,"[3510,4095]",6
64011,"[3510,4095]",6
64012,"[3510,4095]",6
64013,"[3510,4095]",6
64014,"[3510,4095]",6
64015,"[3510,4095]",6
64016,"[3510,4095]",6
64017,"[1170,1755)",2
64018,"[1170,1755)",2
64019,"[1170,1755)",2
64020,"[1170,1755)",2
64021,"[1170,1755)",2
64022,"[1170,1755)",2
64023,"[1170,1755)",2
64024,"[1170,1755)",2
64025,"[3510,4095]",6
64026,"[3510,4095]",6
64027,"[3510,4095]",6
64028,"[3510,4095]",6
64029,"[3510,4095]",6
64030,"[3510,4095]",6
64031,"[3510,4095]",6
64032,"[3510,4095]",6
64033,"[3510,4095]",6
64034,"[3510,4095]",6
64035,"[3510,4095]",6
64036,"[3510,4095]",6
64037,"[3510,4095]",6
64038,"[3510,4095]",6
64039,"[3510,4095]",6
64040,"[3510,4095]",6
64041,"[3510,4095]",6
64042,"[3510,4095]",6
64043,"[3510,4095]",6
64044,"[3510,4095]",6
64045,"[3510,4095]",6
64046,"[3510,4095]",6
64047,"[3510,4095]",6
64048,"[3510,4095]",6
64049,"[3510,4095]",6
64050,"[3510,4095]",6
64051,"[3510,4095]",6
64052,"[3510,4095]",6
64053,"[3510,4095]",6
64054,"[3510,4095]",6
64055,"[3510,4095]",6
64056,"[3510,4095]",6
64057,"[3510,4095]",6
64058,"[3510,4095]",6
64059,"[3510,4095]",6
64060,"[3510,4095]",6
64061,"[3510,4095]",6
64062,"[3510,4095]",6
64063,"[3510,4095]",6
64064,"[3510,4095]",6
64065,"[3510,4095]",6
64066,"[3510,4095]",6
64067,"[3510,4095]",6
64068,"[3510,4095]",6
64069,"[3510,4095]",6
64070,"[3510,4095]",6
64071,"[3510,4095]",6
64072,"[3510,4095]",6
64073,"[3510,4095]",6
64074,"[3510,4095]",6
64075,"[3510,4095]",6
64076,"[3510,4095]",6
64077,"[3510,4095]",6
64078,"[3510,4095]",6
64079,"[3510,4095]",6
64080,"[3510,4095]",6
64081,"[3510,4095]",6
64082,"[3510,4095]",6
64083,"[3510,4095]",6
64084,"[3510,4095]",6
64085,"[3510,4095]",6
64086,"[3510,4095]",6
64087,"[3510,4095]",6
64088,"[3510,4095]",6
64089,"[3510,4095]",6
64090,"[3510,4095]",6
64091,"[3510,4095]",6
64092,"[3510,4095]",6
64093,"[3510,4095]",6
64094,"[3510,4095]",6
64095,"[3510,4095]",6
64096,"[3510,4095]",6
64097,"[3510,4095]",6
64098,"[3510,4095]",6
64099,"[3510,4095]",6
64100,"[3510,4095]",6
64101,"[3510,4095]",6
64102,"[3510,4095]",6
64103,"[3510,4095]",6
64104,"[3510,4095]",6
64105,"[1170,1755)",2
64106,"[1170,1755)",2
64107,"[1170,1755)",2
64108,"[1170,1755)",2
64109,"[3510,4095]",6
64110,"[3510,4095]",6
64111,"[3510,4095]",6
64112,"[2340,2925)",4
64113,"[1170,1755)",2
64114,"[1170,1755)",2
64115,"[1170,1755)",2
64116,"[1170,1755)",2
64117,"[1170,1755)",2
64118,"[1170,1755)",2
64119,"[1170,1755)",2
64120,"[1170,1755)",2
64121,"[1170,1755)",2
64122,"[1170,1755)",2
64123,"[1170,1755)",2
64124,"[1170,1755)",2
64125,"[1170,1755)",2
64126,"[1170,1755)",2
64127,"[1170,1755)",2
64128,"[1170,1755)",2
64129,"[3510,4095]",6
64130,"[3510,4095]",6
64131,"[3510,4095]",6
64132,"[3510,4095]",6
64133,"[3510,4095]",6
64134,"[1170,1755)",2
64135,"[3510,4095]",6
64136,"[3510,4095]",6
64137,"[3510,4095]",6
64138,"[3510,4095]",6
64139,"[3510,4095]",6
64140,"[3510,4095]",6
64141,"[3510,4095]",6
64142,"[3510,4095]",6
64143,"[3510,4095]",6
64144,"[3510,4095]",6
64145,"[3510,4095]",6
64146,"[3510,4095]",6
64147,"[3510,4095]",6
64148,"[3510,4095]",6
64149,"[3510,4095]",6
64150,"[3510,4095]",6
64151,"[3510,4095]",6
64152,"[3510,4095]",6
64153,"[3510,4095]",6
64154,"[3510,4095]",6
64155,"[3510,4095]",6
64156,"[3510,4095]",6
64157,"[3510,4095]",6
64158,"[3510,4095]",6
64159,"[3510,4095]",6
64160,"[3510,4095]",6
64161,"[3510,4095]",6
64162,"[3510,4095]",6
64163,"[3510,4095]",6
64164,"[3510,4095]",6
64165,"[3510,4095]",6
64166,"[585,1170)",1
64167,"[585,1170)",1
64168,"[585,1170)",1
64169,"[1755,2340)",3
64170,"[1170,1755)",2
64171,"[1170,1755)",2
64172,"[1170,1755)",2
64173,"[1170,1755)",2
64174,"[1170,1755)",2
64175,"[1170,1755)",2
64176,"[1170,1755)",2
64177,"[1170,1755)",2
64178,"[1170,1755)",2
64179,"[1170,1755)",2
64180,"[3510,4095]",6
64181,"[3510,4095]",6
64182,"[3510,4095]",6
64183,"[3510,4095]",6
64184,"[3510,4095]",6
64185,"[3510,4095]",6
64186,"[3510,4095]",6
64187,"[3510,4095]",6
64188,"[3510,4095]",6
64189,"[3510,4095]",6
64190,"[3510,4095]",6
64191,"[3510,4095]",6
64192,"[3510,4095]",6
64193,"[3510,4095]",6
64194,"[3510,4095]",6
64195,"[3510,4095]",6
64196,"[3510,4095]",6
64197,"[3510,4095]",6
64198,"[3510,4095]",6
64199,"[3510,4095]",6
64200,"[3510,4095]",6
64201,"[3510,4095]",6
64202,"[3510,4095]",6
64203,"[3510,4095]",6
64204,"[3510,4095]",6
64205,"[3510,4095]",6
64206,"[3510,4095]",6
64207,"[3510,4095]",6
64208,"[3510,4095]",6
64209,"[3510,4095]",6
64210,"[3510,4095]",6
64211,"[3510,4095]",6
64212,"[3510,4095]",6
64213,"[1170,1755)",2
64214,"[1170,1755)",2
64215,"[1170,1755)",2
64216,"[1170,1755)",2
64217,"[1170,1755)",2
64218,"[2340,2925)",4
64219,"[1755,2340)",3
64220,"[3510,4095]",6
64221,"[3510,4095]",6
64222,"[3510,4095]",6
64223,"[3510,4095]",6
64224,"[3510,4095]",6
64225,"[3510,4095]",6
64226,"[3510,4095]",6
64227,"[3510,4095]",6
64228,"[3510,4095]",6
64229,"[3510,4095]",6
64230,"[3510,4095]",6
64231,"[3510,4095]",6
64232,"[3510,4095]",6
64233,"[3510,4095]",6
64234,"[3510,4095]",6
64235,"[3510,4095]",6
64236,"[3510,4095]",6
64237,"[3510,4095]",6
64238,"[3510,4095]",6
64239,"[3510,4095]",6
64240,"[3510,4095]",6
64241,"[3510,4095]",6
64242,"[1170,1755)",2
64243,"[1170,1755)",2
64244,"[1170,1755)",2
64245,"[1170,1755)",2
64246,"[1170,1755)",2
64247,"[1170,1755)",2
64248,"[3510,4095]",6
64249,"[3510,4095]",6
64250,"[585,1170)",1
64251,"[585,1170)",1
64252,"[585,1170)",1
64253,"[585,1170)",1
64254,"[585,1170)",1
64255,"[585,1170)",1
64256,"[585,1170)",1
64257,"[585,1170)",1
64258,"[585,1170)",1
64259,"[1170,1755)",2
64260,"[1170,1755)",2
64261,"[585,1170)",1
64262,"[3510,4095]",6
64263,"[3510,4095]",6
64264,"[3510,4095]",6
64265,"[3510,4095]",6
64266,"[3510,4095]",6
64267,"[3510,4095]",6
64268,"[3510,4095]",6
64269,"[3510,4095]",6
64270,"[3510,4095]",6
64271,"[3510,4095]",6
64272,"[3510,4095]",6
64273,"[3510,4095]",6
64274,"[3510,4095]",6
64275,"[3510,4095]",6
64276,"[3510,4095]",6
64277,"[3510,4095]",6
64278,"[3510,4095]",6
64279,"[3510,4095]",6
64280,"[3510,4095]",6
64281,"[3510,4095]",6
64282,"[3510,4095]",6
64283,"[3510,4095]",6
64284,"[3510,4095]",6
64285,"[3510,4095]",6
64286,"[3510,4095]",6
64287,"[3510,4095]",6
64288,"[3510,4095]",6
64289,"[3510,4095]",6
64290,"[3510,4095]",6
64291,"[3510,4095]",6
64292,"[3510,4095]",6
64293,"[3510,4095]",6
64294,"[3510,4095]",6
64295,"[3510,4095]",6
64296,"[3510,4095]",6
64297,"[3510,4095]",6
64298,"[3510,4095]",6
64299,"[3510,4095]",6
64300,"[3510,4095]",6
64301,"[3510,4095]",6
64302,"[3510,4095]",6
64303,"[3510,4095]",6
64304,"[3510,4095]",6
64305,"[3510,4095]",6
64306,"[3510,4095]",6
64307,"[3510,4095]",6
64308,"[3510,4095]",6
64309,"[3510,4095]",6
64310,"[3510,4095]",6
64311,"[3510,4095]",6
64312,"[3510,4095]",6
64313,"[3510,4095]",6
64314,"[3510,4095]",6
64315,"[3510,4095]",6
64316,"[3510,4095]",6
64317,"[3510,4095]",6
64318,"[3510,4095]",6
64319,"[3510,4095]",6
64320,"[3510,4095]",6
64321,"[3510,4095]",6
64322,"[3510,4095]",6
64323,"[3510,4095]",6
64324,"[3510,4095]",6
64325,"[3510,4095]",6
64326,"[3510,4095]",6
64327,"[3510,4095]",6
64328,"[3510,4095]",6
64329,"[3510,4095]",6
64330,"[3510,4095]",6
64331,"[3510,4095]",6
64332,"[3510,4095]",6
64333,"[3510,4095]",6
64334,"[3510,4095]",6
64335,"[3510,4095]",6
64336,"[3510,4095]",6
64337,"[3510,4095]",6
64338,"[3510,4095]",6
64339,"[3510,4095]",6
64340,"[3510,4095]",6
64341,"[3510,4095]",6
64342,"[3510,4095]",6
64343,"[3510,4095]",6
64344,"[3510,4095]",6
64345,"[3510,4095]",6
64346,"[3510,4095]",6
64347,"[3510,4095]",6
64348,"[3510,4095]",6
64349,"[3510,4095]",6
64350,"[3510,4095]",6
64351,"[3510,4095]",6
64352,"[3510,4095]",6
64353,"[3510,4095]",6
64354,"[3510,4095]",6
64355,"[3510,4095]",6
64356,"[3510,4095]",6
64357,"[1170,1755)",2
64358,"[1170,1755)",2
64359,"[1170,1755)",2
64360,"[1755,2340)",3
64361,"[1755,2340)",3
64362,"[1170,1755)",2
64363,"[1170,1755)",2
64364,"[1170,1755)",2
64365,"[0,585)",0
64366,"[0,585)",0
64367,"[0,585)",0
64368,"[0,585)",0
64369,"[0,585)",0
64370,"[0,585)",0
64371,"[0,585)",0
64372,"[0,585)",0
64373,"[0,585)",0
64374,"[0,585)",0
64375,"[0,585)",0
64376,"[0,585)",0
64377,"[0,585)",0
64378,"[0,585)",0
64379,"[0,585)",0
64380,"[0,585)",0
64381,"[0,585)",0
64382,"[0,585)",0
64383,"[0,585)",0
64384,"[0,585)",0
64385,"[0,585)",0
64386,"[0,585)",0
64387,"[0,585)",0
64388,"[0,585)",0
64389,"[0,585)",0
64390,"[0,585)",0
64391,"[0,585)",0
64392,"[0,585)",0
64393,"[3510,4095]",6
64394,"[3510,4095]",6
64395,"[3510,4095]",6
64396,"[3510,4095]",6
64397,"[3510,4095]",6
64398,"[3510,4095]",6
64399,"[3510,4095]",6
64400,"[3510,4095]",6
64401,"[3510,4095]",6
64402,"[3510,4095]",6
64403,"[3510,4095]",6
64404,"[3510,4095]",6
64405,"[3510,4095]",6
64406,"[3510,4095]",6
64407,"[3510,4095]",6
64408,"[3510,4095]",6
64409,"[3510,4095]",6
64410,"[3510,4095]",6
64411,"[3510,4095]",6
64412,"[3510,4095]",6
64413,"[3510,4095]",6
64414,"[3510,4095]",6
64415,"[3510,4095]",6
64416,"[3510,4095]",6
64417,"[3510,4095]",6
64418,"[3510,4095]",6
64419,"[3510,4095]",6
64420,"[3510,4095]",6
64421,"[3510,4095]",6
64422,"[3510,4095]",6
64423,"[3510,4095]",6
64424,"[3510,4095]",6
64425,"[1170,1755)",2
64426,"[1170,1755)",2
64427,"[1755,2340)",3
64428,"[1170,1755)",2
64429,"[1170,1755)",2
64430,"[1170,1755)",2
64431,"[1170,1755)",2
64432,"[3510,4095]",6
64433,"[3510,4095]",6
64434,"[3510,4095]",6
64435,"[3510,4095]",6
64436,"[3510,4095]",6
64437,"[3510,4095]",6
64438,"[3510,4095]",6
64439,"[3510,4095]",6
64440,"[3510,4095]",6
64441,"[3510,4095]",6
64442,"[3510,4095]",6
64443,"[3510,4095]",6
64444,"[3510,4095]",6
64445,"[3510,4095]",6
64446,"[3510,4095]",6
64447,"[3510,4095]",6
64448,"[3510,4095]",6
64449,"[3510,4095]",6
64450,"[3510,4095]",6
64451,"[3510,4095]",6
64452,"[3510,4095]",6
64453,"[3510,4095]",6
64454,"[2340,2925)",4
64455,"[3510,4095]",6
64456,"[3510,4095]",6
64457,"[3510,4095]",6
64458,"[3510,4095]",6
64459,"[3510,4095]",6
64460,"[3510,4095]",6
64461,"[3510,4095]",6
64462,"[3510,4095]",6
64463,"[3510,4095]",6
64464,"[3510,4095]",6
64465,"[3510,4095]",6
64466,"[3510,4095]",6
64467,"[1755,2340)",3
64468,"[3510,4095]",6
64469,"[3510,4095]",6
64470,"[3510,4095]",6
64471,"[3510,4095]",6
64472,"[3510,4095]",6
64473,"[3510,4095]",6
64474,"[3510,4095]",6
64475,"[3510,4095]",6
64476,"[3510,4095]",6
64477,"[3510,4095]",6
64478,"[3510,4095]",6
64479,"[3510,4095]",6
64480,"[3510,4095]",6
64481,"[3510,4095]",6
64482,"[3510,4095]",6
64483,"[3510,4095]",6
64484,"[3510,4095]",6
64485,"[3510,4095]",6
64486,"[3510,4095]",6
64487,"[3510,4095]",6
64488,"[3510,4095]",6
64489,"[3510,4095]",6
64490,"[3510,4095]",6
64491,"[3510,4095]",6
64492,"[3510,4095]",6
64493,"[3510,4095]",6
64494,"[3510,4095]",6
64495,"[3510,4095]",6
64496,"[3510,4095]",6
64497,"[3510,4095]",6
64498,"[3510,4095]",6
64499,"[3510,4095]",6
64500,"[3510,4095]",6
64501,"[3510,4095]",6
64502,"[3510,4095]",6
64503,"[3510,4095]",6
64504,"[3510,4095]",6
64505,"[3510,4095]",6
64506,"[3510,4095]",6
64507,"[3510,4095]",6
64508,"[3510,4095]",6
64509,"[3510,4095]",6
64510,"[3510,4095]",6
64511,"[3510,4095]",6
64512,"[3510,4095]",6
64513,"[3510,4095]",6
64514,"[3510,4095]",6
64515,"[3510,4095]",6
64516,"[3510,4095]",6
64517,"[3510,4095]",6
64518,"[3510,4095]",6
64519,"[3510,4095]",6
64520,"[3510,4095]",6
64521,"[3510,4095]",6
64522,"[3510,4095]",6
64523,"[3510,4095]",6
64524,"[3510,4095]",6
64525,"[3510,4095]",6
64526,"[3510,4095]",6
64527,"[3510,4095]",6
64528,"[3510,4095]",6
64529,"[3510,4095]",6
64530,"[3510,4095]",6
64531,"[3510,4095]",6
64532,"[3510,4095]",6
64533,"[3510,4095]",6
64534,"[3510,4095]",6
64535,"[3510,4095]",6
64536,"[3510,4095]",6
64537,"[3510,4095]",6
64538,"[3510,4095]",6
64539,"[3510,4095]",6
64540,"[3510,4095]",6
64541,"[3510,4095]",6
64542,"[3510,4095]",6
64543,"[3510,4095]",6
64544,"[3510,4095]",6
64545,"[3510,4095]",6
64546,"[3510,4095]",6
64547,"[3510,4095]",6
64548,"[1170,1755)",2
64549,"[3510,4095]",6
64550,"[3510,4095]",6
64551,"[3510,4095]",6
64552,"[3510,4095]",6
64553,"[3510,4095]",6
64554,"[3510,4095]",6
